coat1,15%,apr,19
coat8,15%,apr,19
shirt3,15%,apr,19
shirt7,15%,apr,19
dress1,15%,apr,19
coat1,15%,aug,19
coat8,15%,aug,19
shirt3,15%,aug,19
shirt7,15%,aug,19
dress1,15%,aug,19
coat1,33%,dec,19
coat8,33%,dec,19
shirt3,33%,dec,19
shirt7,33%,dec,19
dress1,33%,dec,19
coat1,10%,feb,19
coat8,10%,feb,19
shirt3,10%,feb,19
shirt7,10%,feb,19
dress1,10%,feb,19
coat1,33%,jan,19
coat8,33%,jan,19
shirt3,33%,jan,19
shirt7,33%,jan,19
coat1,33%,jul,19
coat8,33%,jul,19
shirt3,33%,jul,19
shirt7,33%,jul,19
dress1,33%,jul,19
coat1,10%,jun,19
coat8,10%,jun,19
shirt3,10%,jun,19
shirt7,10%,jun,19
dress1,10%,jun,19
coat1,15%,mar,19
coat8,15%,mar,19
shirt3,15%,mar,19
shirt7,15%,mar,19
dress1,15%,mar,19
coat1,10%,may,19
coat8,10%,may,19
shirt3,10%,may,19
shirt7,10%,may,19
dress1,10%,may,19
coat1,15%,nov,19
coat8,15%,nov,19
shirt3,15%,nov,19
shirt7,15%,nov,19
dress1,15%,nov,19
coat1,10%,oct,19
coat8,10%,oct,19
shirt3,10%,oct,19
shirt7,10%,oct,19
dress1,10%,oct,19
coat1,15%,sep,19
coat8,15%,sep,19
shirt3,15%,sep,19
shirt7,15%,sep,19
dress1,15%,sep,19
shirt6,15%,sep,29
shirt4,15%,sep,29
dress3,15%,sep,29
dress7,15%,sep,29
dress7,10%,oct,29
coat4,15%,sep,29
coat7,15%,sep,29
pants7,15%,sep,29
shirt6,10%,oct,29
dress3,10%,oct,29
shirt4,10%,oct,29
pants7,10%,oct,29
coat4,10%,oct,29
coat7,10%,oct,29
dress7,15%,nov,29
dress3,15%,nov,29
shirt6,15%,nov,29
shirt4,15%,nov,29
coat4,15%,nov,29
coat7,15%,nov,29
pants7,15%,nov,29
dress7,10%,may,29
shirt6,10%,may,29
dress3,10%,may,29
shirt4,10%,may,29
pants7,10%,may,29
coat4,10%,may,29
coat7,10%,may,29
dress7,15%,mar,29
dress3,15%,mar,29
shirt6,15%,mar,29
shirt4,15%,mar,29
dress7,10%,jun,29
coat4,15%,mar,29
coat7,15%,mar,29
pants7,15%,mar,29
shirt6,10%,jun,29
dress3,10%,jun,29
shirt4,10%,jun,29
pants7,10%,jun,29
coat4,10%,jun,29
coat7,10%,jun,29
dress7,33%,jul,29
dress3,33%,jul,29
shirt6,33%,jul,29
shirt4,33%,jul,29
coat4,33%,jul,29
coat7,33%,jul,29
pants7,33%,jul,29
dress7,33%,jan,29
dress3,33%,jan,29
shirt4,33%,jan,29
shirt6,33%,jan,29
pants7,33%,jan,29
coat4,33%,jan,29
coat7,33%,jan,29
dress7,10%,feb,29
dress3,10%,feb,29
shirt4,10%,feb,29
shirt6,10%,feb,29
pants7,10%,feb,29
dress7,33%,dec,29
coat7,10%,feb,29
dress3,33%,dec,29
shirt4,33%,dec,29
shirt6,33%,dec,29
coat7,33%,dec,29
pants7,33%,dec,29
coat4,33%,dec,29
dress7,15%,aug,29
dress3,15%,aug,29
shirt6,15%,aug,29
shirt4,15%,aug,29
coat7,15%,aug,29
pants7,15%,aug,29
coat4,15%,aug,29
dress7,15%,apr,29
shirt6,15%,apr,29
dress3,15%,apr,29
shirt4,15%,apr,29
coat7,15%,apr,29
pants7,15%,apr,29
coat4,15%,apr,29
coat9,15%,apr,39
pants1,15%,apr,39
pants2,15%,apr,39
pants3,15%,apr,39
pants8,15%,apr,39
pants8,15%,aug,39
coat9,15%,aug,39
pants2,15%,aug,39
pants3,15%,aug,39
coat9,33%,dec,39
pants1,33%,dec,39
pants2,33%,dec,39
pants3,33%,dec,39
pants8,33%,dec,39
pants8,10%,feb,39
coat9,10%,feb,39
pants1,10%,feb,39
pants2,10%,feb,39
pants3,10%,feb,39
coat9,33%,jan,39
pants1,33%,jan,39
pants2,33%,jan,39
pants3,33%,jan,39
pants8,33%,jan,39
coat9,33%,jul,39
pants1,33%,jul,39
pants2,33%,jul,39
pants8,33%,jul,39
coat9,10%,jun,39
pants1,10%,jun,39
pants2,10%,jun,39
pants3,10%,jun,39
pants8,10%,jun,39
pants8,15%,mar,39
coat9,15%,mar,39
pants1,15%,mar,39
pants2,15%,mar,39
pants3,15%,mar,39
coat9,10%,may,39
pants1,10%,may,39
pants2,10%,may,39
pants3,10%,may,39
pants8,10%,may,39
coat9,15%,nov,39
pants1,15%,nov,39
pants2,15%,nov,39
pants3,15%,nov,39
pants8,15%,nov,39
coat9,10%,oct,39
pants1,10%,oct,39
pants2,10%,oct,39
pants3,10%,oct,39
pants8,10%,oct,39
pants8,15%,sep,39
coat9,15%,sep,39
pants1,15%,sep,39
pants2,15%,sep,39
pants3,15%,sep,39
pants4,15%,sep,49
pants9,15%,sep,49
shirt1,15%,sep,49
pants9,10%,oct,49
shirt1,10%,oct,49
dress2,10%,oct,49
pants4,10%,oct,49
pants9,15%,nov,49
shirt1,15%,nov,49
dress2,15%,nov,49
dress2,15%,sep,49
pants4,15%,nov,49
dress2,10%,may,49
pants9,10%,may,49
shirt1,10%,may,49
pants4,10%,may,49
pants4,15%,mar,49
pants9,15%,mar,49
shirt1,15%,mar,49
dress2,15%,mar,49
pants9,10%,jun,49
shirt1,10%,jun,49
dress2,10%,jun,49
pants4,10%,jun,49
pants9,33%,jul,49
shirt1,33%,jul,49
dress2,33%,jul,49
pants4,33%,jul,49
dress2,33%,jan,49
pants9,33%,jan,49
shirt1,33%,jan,49
pants4,33%,jan,49
dress2,10%,feb,49
pants4,10%,feb,49
pants9,10%,feb,49
shirt1,10%,feb,49
pants9,33%,dec,49
shirt1,33%,dec,49
dress2,33%,dec,49
pants4,33%,dec,49
dress2,15%,aug,49
pants4,15%,aug,49
pants9,15%,aug,49
shirt1,15%,aug,49
shirt1,15%,apr,49
pants4,15%,apr,49
dress2,15%,apr,49
dress8,15%,apr,59
coat2,15%,aug,59
coat3,15%,aug,59
coat2,15%,apr,59
coat3,15%,apr,59
dress8,15%,aug,59
coat2,33%,dec,59
coat3,33%,dec,59
dress8,33%,dec,59
coat2,10%,feb,59
coat3,10%,feb,59
dress8,10%,feb,59
coat2,33%,jan,59
coat3,33%,jan,59
dress8,33%,jan,59
coat2,33%,jul,59
coat3,33%,jul,59
dress8,33%,jul,59
coat2,10%,jun,59
coat3,10%,jun,59
dress8,15%,mar,59
coat2,10%,may,59
coat3,10%,may,59
dress8,10%,jun,59
coat2,15%,mar,59
coat3,15%,mar,59
dress8,10%,may,59
coat2,15%,nov,59
coat3,15%,nov,59
dress8,15%,sep,59
dress8,15%,nov,59
coat2,10%,oct,59
coat3,10%,oct,59
dress8,10%,oct,59
coat2,15%,sep,59
coat3,15%,sep,59
dress9,10%,oct,69
dress4,10%,oct,69
dress9,15%,nov,69
dress4,15%,nov,69
dress9,15%,sep,69
dress4,15%,sep,69
dress9,10%,may,69
dress4,10%,may,69
dress9,10%,jun,69
dress9,15%,mar,69
dress4,15%,mar,69
dress9,33%,jul,69
dress4,33%,jul,69
dress4,10%,jun,69
dress9,33%,jan,69
dress4,33%,jan,69
dress9,10%,feb,69
dress4,10%,feb,69
dress9,33%,dec,69
dress4,33%,dec,69
dress9,15%,aug,69
dress4,15%,aug,69
dress9,15%,apr,69
dress4,15%,apr,69
shirt9,15%,apr,79
shirt5,15%,apr,79
shirt5,15%,aug,79
shirt9,15%,aug,79
shirt9,33%,dec,79
shirt5,10%,feb,79
shirt9,10%,feb,79
shirt5,33%,jan,79
shirt9,33%,jan,79
shirt9,33%,jul,79
shirt5,33%,jul,79
shirt9,10%,jun,79
shirt5,10%,jun,79
shirt9,15%,mar,79
shirt5,15%,mar,79
shirt9,10%,may,79
shirt5,10%,may,79
shirt9,15%,sep,79
shirt5,15%,sep,79
shirt9,15%,nov,79
shirt5,15%,nov,79
shirt9,10%,oct,79
shirt5,10%,oct,79
shirt8,10%,oct,89
dress5,10%,oct,89
pants6,15%,sep,89
coat5,15%,sep,89
shirt8,15%,nov,89
pants6,15%,nov,89
coat5,15%,nov,89
dress5,15%,nov,89
pants6,10%,oct,89
coat5,10%,oct,89
shirt8,15%,sep,89
dress5,15%,sep,89
shirt8,10%,may,89
pants6,10%,may,89
coat5,10%,may,89
dress5,10%,may,89
shirt8,15%,mar,89
dress5,15%,mar,89
pants6,15%,mar,89
coat5,15%,mar,89
shirt8,10%,jun,89
dress5,10%,jun,89
dress5,33%,jul,89
pants6,10%,jun,89
coat5,10%,jun,89
shirt8,33%,jul,89
pants6,33%,jul,89
coat5,33%,jul,89
shirt8,33%,jan,89
dress5,33%,jan,89
pants6,33%,jan,89
coat5,33%,jan,89
pants6,10%,feb,89
shirt8,10%,feb,89
dress5,10%,feb,89
coat5,10%,feb,89
dress5,33%,dec,89
shirt8,33%,dec,89
pants6,33%,dec,89
shirt8,15%,aug,89
pants6,15%,aug,89
dress5,15%,aug,89
coat5,33%,dec,89
pants6,15%,apr,89
coat5,15%,apr,89
shirt8,15%,apr,89
dress5,15%,apr,89
coat5,15%,aug,89
coat6,15%,aug,99
dress6,15%,apr,99
coat6,15%,apr,99
pants5,15%,apr,99
shirt2,15%,apr,99
coat6,33%,dec,99
pants5,33%,dec,99
dress6,15%,aug,99
shirt2,15%,aug,99
pants5,15%,aug,99
shirt2,33%,dec,99
dress6,33%,dec,99
coat6,10%,feb,99
shirt2,10%,feb,99
pants5,10%,feb,99
dress6,10%,feb,99
coat6,33%,jan,99
pants5,33%,jan,99
shirt2,33%,jan,99
dress6,33%,jan,99
pants5,33%,jul,99
coat6,33%,jul,99
shirt2,33%,jul,99
coat6,10%,jun,99
pants5,10%,jun,99
dress6,33%,jul,99
dress6,10%,jun,99
shirt2,10%,jun,99
coat6,15%,mar,99
shirt2,15%,mar,99
pants5,15%,mar,99
dress6,15%,mar,99
dress6,10%,may,99
pants5,15%,nov,99
coat6,10%,may,99
pants5,10%,may,99
shirt2,10%,may,99
dress6,15%,sep,99
coat6,10%,oct,99
pants5,10%,oct,99
dress6,15%,nov,99
coat6,15%,nov,99
shirt2,15%,nov,99
coat6,15%,sep,99
shirt2,15%,sep,99
pants5,15%,sep,99
dress6,10%,oct,99
shirt2,10%,oct,99
